Created Date,Descriptor,Incident Zip,City,Community Board,Borough
5/12/13,Clear Water With Other Particles (Use Comments) (QEZ),11691,City-Far Rockaway,14 QUEENS,Borough-QUEENS
5/13/13,Clear Water With Other Particles (Use Comments) (QEZ),10461,City-BRONX,11 BRONX,Borough-BRONX
5/15/13,Cloudy Or Milky Water (QB1),11226,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
5/17/13,Taste/Odor: Musty/Stale (QA4),11418,City-Richmond Hill,09 QUEENS,Borough-QUEENS
5/23/13,Taste/Odor: Chlorine (QA1),11691,City-Far Rockaway,14 QUEENS,Borough-QUEENS
5/23/13,Taste/Odor: Chemical (QA2),11229,City-BROOKLYN,15 BROOKLYN,Borough-BROOKLYN
5/24/13,Cloudy Or Milky: Other (Use Comments) (QBZ),11214,City-BROOKLYN,11 BROOKLYN,Borough-BROOKLYN
5/25/13,Cloudy Or Milky Water (QB1),10019,City-NEW YORK,05 MANHATTAN,Borough-MANHATTAN
5/27/13,Cloudy Or Milky Water (QB1),10458,City-BRONX,06 BRONX,Borough-BRONX
5/28/13,Taste/Odor: Musty/Stale (QA4),11355,City-Flushing,07 QUEENS,Borough-QUEENS
5/30/13,No Sampling Required: Requested Information (QG2),10014,City-NEW YORK,02 MANHATTAN,Borough-MANHATTAN
6/11/13,unknown odor/taste in drinking water (QA6),11215,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
6/12/13,Taste/Odor: Bitter/Metallic (QA3),11414,City-Howard Beach,10 QUEENS,Borough-QUEENS
10/21/16,Cloudy Or Milky: Other (Use Comments) (QBZ),11366,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
6/14/13,Taste/Odor: Chemical (QA2),10025,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
6/16/13,Cloudy Or Milky: Other (Use Comments) (QBZ),10023,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
6/28/16,unknown odor/taste in drinking water (QA6),10032,City-NEW YORK,Unspecified MANHATTAN,Borough-MANHATTAN
6/28/13,Taste/Odor: Chemical (QA2),11421,City-Woodhaven,09 QUEENS,Borough-QUEENS
7/21/16,Clear Water With Other Particles (Use Comments) (QEZ),11218,City-BROOKLYN,07 BROOKLYN,Borough-BROOKLYN
7/1/13,Defective Water Sampling Station (QSS),10024,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
7/1/13,Taste/Odor: Musty/Stale (QA4),11205,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
7/2/13,Taste/Odor: Chlorine (QA1),11211,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
7/3/13,Taste/Odor: Chlorine (QA1),10023,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
7/5/13,Clear Water With Other Particles (Use Comments) (QEZ),10306,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
7/5/13,Taste/Odor: Chlorine (QA1),10305,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
8/18/13,unknown odor/taste in drinking water (QA6),10303,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
8/26/13,Taste/Odor: Musty/Stale (QA4),11216,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
9/5/13,Taste/Odor: Sewer (QA5),11354,City-Flushing,07 QUEENS,Borough-QUEENS
9/9/13,Taste/Odor: Chlorine (QA1),10009,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
8/23/16,No Sampling Required: Requested Information (QG2),10466,City-BRONX,12 BRONX,Borough-BRONX
7/8/13,unknown odor/taste in drinking water (QA6),11224,City-BROOKLYN,13 BROOKLYN,Borough-BROOKLYN
1/6/12,Taste/Odor: Musty/Stale (QA4),10462,City-BRONX,11 BRONX,Borough-BRONX
1/6/12,Cloudy Or Milky Water (QB1),11375,City-Forest Hills,06 QUEENS,Borough-QUEENS
1/6/12,Taste/Odor: Chemical (QA2),11422,City-Rosedale,13 QUEENS,Borough-QUEENS
7/11/13,Clear Water With Other Particles (Use Comments) (QEZ),10023,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
7/11/13,unknown odor/taste in drinking water (QA6),11225,City-BROOKLYN,09 BROOKLYN,Borough-BROOKLYN
1/7/12,Cloudy Or Milky Water (QB1),11101,City-Long Island City,02 QUEENS,Borough-QUEENS
1/8/12,Cloudy Or Milky Water (QB1),11357,City-Whitestone,07 QUEENS,Borough-QUEENS
7/12/13,Clear Water With Other Particles (Use Comments) (QEZ),10308,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
1/9/12,Cloudy Or Milky Water (QB1),10309,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
1/9/12,Cloudy Or Milky Water (QB1),10301,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
1/9/12,Cloudy Or Milky Water (QB1),11415,City-Kew Gardens,09 QUEENS,Borough-QUEENS
7/16/13,unknown odor/taste in drinking water (QA6),11224,City-BROOKLYN,13 BROOKLYN,Borough-BROOKLYN
1/10/12,Taste/Odor: Bitter/Metallic (QA3),11226,City-BROOKLYN,17 BROOKLYN,Borough-BROOKLYN
7/17/13,Clear Water With Other Particles (Use Comments) (QEZ),11212,City-BROOKLYN,17 BROOKLYN,Borough-BROOKLYN
1/12/12,Defective Water Sampling Station (QSS),10017,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
1/12/12,Taste/Odor: Bitter/Metallic (QA3),11377,City-Woodside,01 QUEENS,Borough-QUEENS
1/12/12,Cloudy Or Milky Water (QB1),10308,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
9/2/16,Clear Water With Other Particles (Use Comments) (QEZ),10033,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
1/17/12,Taste/Odor: Chlorine (QA1),10458,City-BRONX,05 BRONX,Borough-BRONX
1/17/12,Cloudy Or Milky Water (QB1),11427,City-Queens Village,11 QUEENS,Borough-QUEENS
7/24/13,Taste/Odor: Sewer (QA5),10458,City-BRONX,07 BRONX,Borough-BRONX
1/18/12,Taste/Odor: Chlorine (QA1),11229,City-BROOKLYN,15 BROOKLYN,Borough-BROOKLYN
1/18/12,Cloudy Or Milky: Other (Use Comments) (QBZ),11357,City-Whitestone,07 QUEENS,Borough-QUEENS
7/30/13,Taste/Odor: Musty/Stale (QA4),11229,City-BROOKLYN,15 BROOKLYN,Borough-BROOKLYN
7/30/13,Cloudy Or Milky Water (QB1),11434,City-Jamaica,12 QUEENS,Borough-QUEENS
1/22/12,Cloudy Or Milky: Other (Use Comments) (QBZ),10003,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
1/28/12,unknown odor/taste in drinking water (QA6),11378,City-Maspeth,05 QUEENS,Borough-QUEENS
1/28/12,Taste/Odor: Chlorine (QA1),11220,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
11/14/13,Taste/Odor: Chemical (QA2),11374,City-Rego Park,06 QUEENS,Borough-QUEENS
11/21/13,Taste/Odor: Bitter/Metallic (QA3),11230,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
5/9/11,Taste/Odor: Musty/Stale (QA4),11234,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
11/23/13,unknown odor/taste in drinking water (QA6),11367,City-Flushing,08 QUEENS,Borough-QUEENS
11/29/13,Taste/Odor: Chemical (QA2),11220,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
12/4/13,Taste/Odor: Chemical (QA2),10308,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
12/5/13,Taste/Odor: Chemical (QA2),10308,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
3/26/12,Cloudy Or Milky Water (QB1),11414,City-Howard Beach,10 QUEENS,Borough-QUEENS
2/8/12,unknown odor/taste in drinking water (QA6),10011,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
2/10/12,Clear Water With Other Particles (Use Comments) (QEZ),10471,City-BRONX,08 BRONX,Borough-BRONX
2/14/12,Cloudy Or Milky Water (QB1),10312,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
2/14/12,Clear Water With Other Particles (Use Comments) (QEZ),11218,City-BROOKLYN,12 BROOKLYN,Borough-BROOKLYN
10/5/13,Taste/Odor: Chlorine (QA1),10002,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
9/12/16,Taste/Odor: Musty/Stale (QA4),10024,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
2/16/12,Cloudy Or Milky Water (QB1),11421,City-Woodhaven,09 QUEENS,Borough-QUEENS
10/9/13,unknown odor/taste in drinking water (QA6),11232,City-BROOKLYN,07 BROOKLYN,Borough-BROOKLYN
10/10/13,Taste/Odor: Sewer (QA5),10461,City-BRONX,10 BRONX,Borough-BRONX
10/10/13,unknown odor/taste in drinking water (QA6),10023,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
10/15/13,Clear Water With Other Particles (Use Comments) (QEZ),10301,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
2/21/12,Cloudy Or Milky Water (QB1),10309,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
2/21/12,Cloudy Or Milky Water (QB1),11219,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
2/21/12,Cloudy Or Milky Water (QB1),10029,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
10/17/13,Taste/Odor: Bitter/Metallic (QA3),10306,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
10/18/13,Taste/Odor: Chlorine (QA1),10025,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
10/24/13,Taste/Odor: Sewer (QA5),11237,City-BROOKLYN,04 BROOKLYN,Borough-BROOKLYN
9/20/16,Taste/Odor: Sewer (QA5),11106,City-Astoria,01 QUEENS,Borough-QUEENS
10/28/13,No Sampling Required: Requested Information (QG2),10009,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
2/29/12,Taste/Odor: Bitter/Metallic (QA3),11219,City-BROOKLYN,12 BROOKLYN,Borough-BROOKLYN
3/2/12,Cloudy Or Milky Water (QB1),11212,City-BROOKLYN,16 BROOKLYN,Borough-BROOKLYN
11/4/13,Taste/Odor: Chlorine (QA1),11209,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
12/31/13,Taste/Odor: Sewer (QA5),10472,City-BRONX,09 BRONX,Borough-BRONX
10/4/16,Taste/Odor: Musty/Stale (QA4),10467,City-BRONX,07 BRONX,Borough-BRONX
5/22/12,unknown odor/taste in drinking water (QA6),10462,City-BRONX,09 BRONX,Borough-BRONX
3/30/12,Taste/Odor: Musty/Stale (QA4),11427,City-Queens Village,11 QUEENS,Borough-QUEENS
1/30/14,Oil: Grease In Water (QD1),11213,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
1/30/14,Cloudy Or Milky Water (QB1),11413,City-Springfield Gardens,13 QUEENS,Borough-QUEENS
4/2/12,Defective Water Sampling Station (QSS),10306,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
2/8/14,Cloudy Or Milky Water (QB1),11233,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
2/10/14,Taste/Odor: Bitter/Metallic (QA3),11377,City-Woodside,02 QUEENS,Borough-QUEENS
2/14/14,Taste/Odor: Musty/Stale (QA4),10012,City-NEW YORK,02 MANHATTAN,Borough-MANHATTAN
2/17/14,Cloudy Or Milky Water (QB1),10007,City-NEW YORK,01 MANHATTAN,Borough-MANHATTAN
2/20/14,Taste/Odor: Chlorine (QA1),10128,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
2/20/14,Cloudy Or Milky Water (QB1),11235,City-BROOKLYN,15 BROOKLYN,Borough-BROOKLYN
2/20/14,No Sampling Required: Requested Information (QG2),10312,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
2/25/14,unknown odor/taste in drinking water (QA6),11106,City-Astoria,01 QUEENS,Borough-QUEENS
4/16/14,Taste/Odor: Musty/Stale (QA4),11365,City-Fresh Meadows,11 QUEENS,Borough-QUEENS
10/23/16,Taste/Odor: Bitter/Metallic (QA3),11228,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
4/28/14,Clear Water With Other Particles (Use Comments) (QEZ),11415,City-Kew Gardens,09 QUEENS,Borough-QUEENS
5/2/14,Cloudy Or Milky: Other (Use Comments) (QBZ),11225,City-BROOKLYN,09 BROOKLYN,Borough-BROOKLYN
5/14/14,unknown odor/taste in drinking water (QA6),11207,City-BROOKLYN,05 BROOKLYN,Borough-BROOKLYN
6/29/12,Taste/Odor: Sewer (QA5),11692,City-Arverne,14 QUEENS,Borough-QUEENS
5/17/14,No Sampling Required: Requested Information (QG2),10002,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
3/13/14,Clear Water With Other Particles (Use Comments) (QEZ),10036,City-NEW YORK,05 MANHATTAN,Borough-MANHATTAN
3/17/14,Taste/Odor: Musty/Stale (QA4),10028,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
3/18/14,Cloudy Or Milky: Other (Use Comments) (QBZ),10033,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
3/19/14,Taste/Odor: Musty/Stale (QA4),11233,City-BROOKLYN,16 BROOKLYN,Borough-BROOKLYN
3/19/14,Oil: Grease In Water (QD1),11105,City-Astoria,01 QUEENS,Borough-QUEENS
3/25/14,Cloudy Or Milky Water (QB1),10019,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
5/28/12,Cloudy Or Milky: Other (Use Comments) (QBZ),11223,City-BROOKLYN,13 BROOKLYN,Borough-BROOKLYN
3/31/14,Taste/Odor: Chlorine (QA1),10462,City-BRONX,11 BRONX,Borough-BRONX
5/30/12,Other Water Problem (Use Comments) (QZZ),10308,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
6/1/12,Cloudy Or Milky Water (QB1),10471,City-BRONX,08 BRONX,Borough-BRONX
4/5/14,unknown odor/taste in drinking water (QA6),10027,City-NEW YORK,09 MANHATTAN,Borough-MANHATTAN
7/30/16,unknown odor/taste in drinking water (QA6),11434,City-Jamaica,12 QUEENS,Borough-QUEENS
4/7/14,Taste/Odor: Chlorine (QA1),10030,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
5/22/14,Cloudy Or Milky Water (QB1),11106,City-Astoria,01 QUEENS,Borough-QUEENS
8/2/12,Taste/Odor: Chemical (QA2),11217,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
8/2/12,No Sampling Required: Requested Information (QG2),11209,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
6/2/14,unknown odor/taste in drinking water (QA6),11233,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
6/3/14,unknown odor/taste in drinking water (QA6),11378,City-Maspeth,05 QUEENS,Borough-QUEENS
6/6/14,Cloudy Or Milky: Other (Use Comments) (QBZ),10455,City-BRONX,02 BRONX,Borough-BRONX
6/6/14,Clear Water With Organisms (Insects: Worms) (QE2),11216,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
7/11/14,Taste/Odor: Chlorine (QA1),11413,City-Springfield Gardens,13 QUEENS,Borough-QUEENS
7/15/14,Taste/Odor: Musty/Stale (QA4),10027,City-NEW YORK,09 MANHATTAN,Borough-MANHATTAN
7/22/14,Taste/Odor: Sewer (QA5),10467,City-BRONX,07 BRONX,Borough-BRONX
5/19/14,Taste/Odor: Sewer (QA5),11238,City-BROOKLYN,08 BROOKLYN,Borough-BROOKLYN
5/20/14,Clear Water With Other Particles (Use Comments) (QEZ),10019,City-NEW YORK,05 MANHATTAN,Borough-MANHATTAN
5/21/14,Other Water Problem (Use Comments) (QZZ),10302,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
5/22/14,Taste/Odor: Musty/Stale (QA4),10314,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
10/8/14,Taste/Odor: Chemical (QA2),11234,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
10/10/14,Oil: Grease In Water (QD1),11238,City-BROOKLYN,02 BROOKLYN,Borough-BROOKLYN
7/25/14,Taste/Odor: Bitter/Metallic (QA3),10024,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
7/31/14,Cloudy Or Milky Water (QB1),11226,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
8/14/14,Taste/Odor: Chemical (QA2),11101,City-Long Island City,02 QUEENS,Borough-QUEENS
8/26/14,unknown odor/taste in drinking water (QA6),10314,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
9/14/16,Clear Water With Other Particles (Use Comments) (QEZ),11694,City-Rockaway Park,14 QUEENS,Borough-QUEENS
9/2/14,No Sampling Required: Requested Information (QG2),10471,City-BRONX,08 BRONX,Borough-BRONX
8/30/12,Clear Water With Other Particles (Use Comments) (QEZ),11237,City-BROOKLYN,04 BROOKLYN,Borough-BROOKLYN
9/19/14,unknown odor/taste in drinking water (QA6),11375,City-Forest Hills,06 QUEENS,Borough-QUEENS
10/28/14,Oil: Grease In Water (QD1),11221,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
12/7/12,Taste/Odor: Sewer (QA5),10465,City-BRONX,10 BRONX,Borough-BRONX
10/30/14,Taste/Odor: Musty/Stale (QA4),10306,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
8/1/16,Taste/Odor: Bitter/Metallic (QA3),10312,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
8/2/16,Clear Water With Organisms (Insects: Worms) (QE2),10467,City-BRONX,07 BRONX,Borough-BRONX
11/4/14,Taste/Odor: Chemical (QA2),10021,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
8/8/16,Cloudy Or Milky Water (QB1),10452,City-BRONX,04 BRONX,Borough-BRONX
11/10/14,Taste/Odor: Musty/Stale (QA4),11434,City-Jamaica,12 QUEENS,Borough-QUEENS
12/23/12,unknown odor/taste in drinking water (QA6),10040,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
8/22/16,Taste/Odor: Musty/Stale (QA4),10012,City-NEW YORK,02 MANHATTAN,Borough-MANHATTAN
10/31/12,No Sampling Required: Requested Information (QG2),10014,City-NEW YORK,02 MANHATTAN,Borough-MANHATTAN
11/1/12,No Sampling Required: Requested Information (QG2),10033,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
11/7/12,No Sampling Required: Requested Information (QG2),10002,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
11/9/12,Taste/Odor: Sewer (QA5),11433,City-Jamaica,12 QUEENS,Borough-QUEENS
12/17/14,Oil: Grease In Water (QD1),10065,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
12/19/14,Clear Water With Other Particles (Use Comments) (QEZ),10003,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
11/13/12,Clear Water With Other Particles (Use Comments) (QEZ),10032,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
10/14/14,Taste/Odor: Sewer (QA5),11358,City-Flushing,07 QUEENS,Borough-QUEENS
11/26/12,No Sampling Required: Requested Information (QG2),11224,City-BROOKLYN,13 BROOKLYN,Borough-BROOKLYN
11/26/12,No Sampling Required: Requested Information (QG2),10451,City-BRONX,01 BRONX,Borough-BRONX
4/14/15,Clear Water With Other Particles (Use Comments) (QEZ),11203,City-BROOKLYN,17 BROOKLYN,Borough-BROOKLYN
4/19/15,Taste/Odor: Chlorine (QA1),11234,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
2/25/15,Cloudy Or Milky Water (QB1),11375,City-Forest Hills,06 QUEENS,Borough-QUEENS
3/2/15,Taste/Odor: Musty/Stale (QA4),10303,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
8/31/15,Cloudy Or Milky Water (QB1),11377,City-Woodside,02 QUEENS,Borough-QUEENS
4/27/15,Taste/Odor: Sewer (QA5),11422,City-Rosedale,13 QUEENS,Borough-QUEENS
4/29/15,Clear Water With Other Particles (Use Comments) (QEZ),11203,City-BROOKLYN,17 BROOKLYN,Borough-BROOKLYN
4/29/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11357,City-Whitestone,07 QUEENS,Borough-QUEENS
4/16/13,Taste/Odor: Chemical (QA2),11372,City-Jackson Heights,03 QUEENS,Borough-QUEENS
5/28/15,Taste/Odor: Sewer (QA5),10009,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
6/1/15,Taste/Odor: Chemical (QA2),11232,City-BROOKLYN,07 BROOKLYN,Borough-BROOKLYN
6/2/15,No Sampling Required: Requested Information (QG2),11412,City-Saint Albans,12 QUEENS,Borough-QUEENS
6/3/15,Clear Water With Other Particles (Use Comments) (QEZ),10023,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
10/20/16,Taste/Odor: Bitter/Metallic (QA3),11366,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
3/8/13,Taste/Odor: Musty/Stale (QA4),11236,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
3/15/13,No Sampling Required: Requested Information (QG2),11209,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
6/11/15,Clear Water With Other Particles (Use Comments) (QEZ),11432,City-Jamaica,08 QUEENS,Borough-QUEENS
3/19/13,Clear Water With Other Particles (Use Comments) (QEZ),11220,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
8/28/16,Clear Water With Other Particles (Use Comments) (QEZ),11204,City-BROOKLYN,11 BROOKLYN,Borough-BROOKLYN
8/2/15,Clear Water With Other Particles (Use Comments) (QEZ),10016,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
9/14/16,Taste/Odor: Chemical (QA2),11238,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
4/4/13,Taste/Odor: Musty/Stale (QA4),11213,City-BROOKLYN,09 BROOKLYN,Borough-BROOKLYN
10/1/16,Taste/Odor: Chemical (QA2),11420,City-South Ozone Park,10 QUEENS,Borough-QUEENS
12/12/15,unknown odor/taste in drinking water (QA6),10473,City-BRONX,09 BRONX,Borough-BRONX
12/13/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10455,City-BRONX,01 BRONX,Borough-BRONX
1/9/16,Cloudy Or Milky: Other (Use Comments) (QBZ),10011,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
1/12/16,Taste/Odor: Chemical (QA2),11222,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
5/31/13,Clear Water With Other Particles (Use Comments) (QEZ),11230,City-BROOKLYN,12 BROOKLYN,Borough-BROOKLYN
9/14/15,Clear Water With Other Particles (Use Comments) (QEZ),11225,City-BROOKLYN,09 BROOKLYN,Borough-BROOKLYN
8/11/16,Taste/Odor: Chemical (QA2),11377,City-Woodside,02 QUEENS,Borough-QUEENS
8/17/16,Taste/Odor: Chemical (QA2),10452,City-BRONX,04 BRONX,Borough-BRONX
8/22/16,Oil: Grease In Water (QD1),11365,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
5/1/13,Oil: Grease In Water (QD1),11364,City-Oakland Gardens,11 QUEENS,Borough-QUEENS
11/4/15,Oil: Grease In Water (QD1),11373,City-Elmhurst,04 QUEENS,Borough-QUEENS
10/25/16,No Sampling Required: Requested Information (QG2),11694,City-Rockaway Park,14 QUEENS,Borough-QUEENS
11/22/15,Taste/Odor: Chemical (QA2),11104,City-Sunnyside,02 QUEENS,Borough-QUEENS
7/20/16,Cloudy Or Milky Water (QB1),10454,City-BRONX,01 BRONX,Borough-BRONX
1/24/16,Taste/Odor: Chemical (QA2),11201,City-BROOKLYN,02 BROOKLYN,Borough-BROOKLYN
2/6/16,Taste/Odor: Chemical (QA2),11216,City-BROOKLYN,08 BROOKLYN,Borough-BROOKLYN
10/28/16,Taste/Odor: Bitter/Metallic (QA3),11222,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
3/2/16,Cloudy Or Milky Water (QB1),11374,City-Rego Park,06 QUEENS,Borough-QUEENS
3/21/16,Cloudy Or Milky Water (QB1),11210,City-BROOKLYN,17 BROOKLYN,Borough-BROOKLYN
9/22/16,Clear Water With Other Particles (Use Comments) (QEZ),10032,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
9/22/16,Taste/Odor: Sewer (QA5),10128,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
9/26/16,Clear Water With Other Particles (Use Comments) (QEZ),11691,City-Far Rockaway,14 QUEENS,Borough-QUEENS
9/27/16,Taste/Odor: Musty/Stale (QA4),11102,City-Astoria,01 QUEENS,Borough-QUEENS
10/22/16,Cloudy Or Milky Water (QB1),11209,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
8/8/16,Taste/Odor: Musty/Stale (QA4),10455,City-BRONX,01 BRONX,Borough-BRONX
8/9/16,Taste/Odor: Musty/Stale (QA4),10303,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
9/28/16,Taste/Odor: Sewer (QA5),10456,City-BRONX,04 BRONX,Borough-BRONX
8/16/16,unknown odor/taste in drinking water (QA6),11356,City-College Point,07 QUEENS,Borough-QUEENS
9/12/16,Taste/Odor: Chlorine (QA1),10308,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
6/22/16,Cloudy Or Milky: Other (Use Comments) (QBZ),11433,City-Jamaica,Unspecified QUEENS,Borough-QUEENS
6/30/16,Taste/Odor: Chlorine (QA1),10314,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
8/10/16,Taste/Odor: Bitter/Metallic (QA3),10003,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
9/26/13,No Sampling Required: Requested Information (QG2),10472,City-BRONX,09 BRONX,Borough-BRONX
8/23/16,Clear Water With Other Particles (Use Comments) (QEZ),10065,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
8/23/16,Taste/Odor: Musty/Stale (QA4),11206,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
8/25/16,unknown odor/taste in drinking water (QA6),10040,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
6/27/16,Clear Water With Other Particles (Use Comments) (QEZ),10462,City-BRONX,11 BRONX,Borough-BRONX
7/24/16,Taste/Odor: Chlorine (QA1),11432,City-Jamaica,12 QUEENS,Borough-QUEENS
9/9/16,Taste/Odor: Bitter/Metallic (QA3),11216,City-BROOKLYN,08 BROOKLYN,Borough-BROOKLYN
1/1/10,Taste/Odor: Chemical (QA2),10301,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
1/2/10,Other Water Problem (Use Comments) (QZZ),11220,City-BROOKLYN,07 BROOKLYN,Borough-BROOKLYN
1/3/10,Taste/Odor: Musty/Stale (QA4),10023,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
1/4/10,Cloudy Or Milky: Other (Use Comments) (QBZ),10025,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
1/4/10,Taste/Odor: Sewer (QA5),11225,City-BROOKLYN,09 BROOKLYN,Borough-BROOKLYN
1/5/10,Taste/Odor: Bitter/Metallic (QA3),10014,City-NEW YORK,02 MANHATTAN,Borough-MANHATTAN
1/5/10,Taste/Odor: Musty/Stale (QA4),10467,City-BRONX,07 BRONX,Borough-BRONX
1/6/10,Defective Water Sampling Station (QSS),11207,City-BROOKLYN,05 BROOKLYN,Borough-BROOKLYN
1/6/10,Clear Water With Other Particles (Use Comments) (QEZ),11416,City-Ozone Park,09 QUEENS,Borough-QUEENS
